0	15	0	7	6
1	15	0	8	1
2	15	1	1	8
3	15	1	6	7
4	15	1	1	8
5	15	0	7	4
6	15	0	8	5
7	15	1	1	8
8	15	1	1	11
9	15	0	1	4
10	15	0	1	5
11	15	1	1	9
12	15	1	1	13
13	15	1	6	1
14	15	1	7	14
15	15	0	8	18
16	15	0	1	19
17	15	1	1	11
18	15	1	1	11
1	16	0	1	8
2	16	1	1	11
3	16	1	1	7
4	16	1	14	8
5	16	1	15	11
7	16	1	2	1
8	16	1	3	13
9	16	1	1	13
10	16	1	1	8
13	16	1	4	12
14	16	1	5	1
16	16	1	1	13
17	16	0	14	4
18	16	0	15	5
0	17	0	1	14
1	17	0	16	9
2	17	1	17	14
3	17	1	1	6
4	17	1	19	12
5	17	1	20	12
6	17	1	1	6
7	17	1	7	8
8	17	1	8	13
9	17	1	1	9
10	17	1	2	8
11	17	1	3	7
12	17	1	1	8
13	17	1	9	8
14	17	1	10	1
15	17	1	1	9
16	17	1	1	8
17	17	1	19	1
18	17	0	20	10
0	18	0	1	9
1	18	0	21	11
2	18	1	22	13
3	18	1	1	12
4	18	1	1	9
5	18	1	1	6
9	18	1	6	1
10	18	1	7	9
11	18	1	8	13
12	18	1	1	11
13	18	1	1	11
14	18	1	16	8
15	18	0	17	4
16	18	0	1	5
17	18	1	1	8
18	18	1	1	8
0	19	0	1	7
1	19	0	1	12
2	19	1	1	12
3	19	1	1	12
4	19	1	1	14
5	19	1	1	14
6	19	1	1	6
7	19	1	1	6
8	19	1	1	12
9	19	1	1	12
13	19	1	1	14
14	19	1	21	14
15	19	1	22	11
16	19	1	1	11
20	0	0	14	6
21	0	0	15	6
22	0	0	1	13
23	0	0	1	6
24	0	0	1	13
25	0	0	1	7
26	0	0	1	12
27	0	0	1	11
28	0	0	1	12
29	0	0	1	7
30	0	0	1	7
31	0	0	1	11
32	0	0	1	7
33	0	0	1	7
34	0	0	1	8
35	0	0	1	6
36	0	0	1	12
37	0	0	1	12
38	0	0	14	4
39	0	0	15	5
20	1	0	19	13
21	1	0	20	6
22	1	0	11	1
23	1	0	1	9
27	1	0	1	7
29	1	0	2	1
30	1	0	3	1
31	1	0	1	11
33	1	0	16	1
34	1	0	17	1
35	1	0	1	13
37	1	0	1	13
38	1	0	19	6
39	1	0	20	10
20	2	1	1	8
21	2	1	11	14
22	2	1	1	13
24	2	1	1	11
25	2	1	4	1
26	2	1	5	11
28	2	1	1	13
29	2	1	7	1
30	2	1	8	7
32	2	0	1	10
33	2	0	21	18
34	2	0	22	19
36	2	1	2	9
37	2	1	3	13
38	2	1	1	12
20	3	1	2	1
21	3	1	3	1
22	3	1	2	1
23	3	1	3	1
24	3	1	11	1
25	3	0	9	4
26	3	0	10	5
27	3	0	1	10
28	3	1	1	8
30	3	1	16	1
31	3	1	17	1
32	3	1	1	8
33	3	1	1	8
35	3	1	1	13
36	3	1	7	6
37	3	1	8	1
38	3	1	1	7
20	4	1	7	6
21	4	1	8	8
22	4	1	7	1
23	4	1	8	6
24	4	1	1	9
25	4	1	1	7
26	4	0	2	15
27	4	0	3	20
28	4	1	1	6
29	4	1	1	6
30	4	1	21	1
31	4	1	22	1
32	4	1	1	7
34	4	0	14	4
35	4	0	15	5
37	4	1	1	7
39	4	1	1	13
20	5	1	1	8
22	5	1	11	11
23	5	1	1	8
24	5	1	1	12
25	5	1	6	12
26	5	1	7	8
27	5	1	8	11
28	5	1	1	11
29	5	1	11	11
30	5	1	2	11
31	5	1	3	11
32	5	1	1	6
33	5	1	11	7
34	5	1	19	8
35	5	0	20	3
36	5	1	1	8
37	5	1	11	1
38	5	1	6	1
21	6	1	6	9
22	6	1	1	13
23	6	0	11	18
24	6	0	16	19
25	6	1	17	11
26	6	1	1	11
27	6	1	1	6
28	6	1	1	6
29	6	1	1	12
30	6	1	7	7
31	6	1	8	8
32	6	1	1	12
34	6	1	2	1
35	6	1	3	12
36	6	0	4	10
37	6	1	5	11
22	7	1	1	8
24	7	1	21	1
25	7	1	22	1
26	7	1	1	11
27	7	1	6	1
28	7	1	1	8
29	7	1	6	7
30	7	1	1	12
31	7	1	1	12
32	7	1	1	7
34	7	1	7	8
35	7	1	8	14
36	7	0	9	18
37	7	0	10	19
38	7	1	1	6
20	8	1	1	11
21	8	1	4	1
22	8	1	5	12
23	8	1	2	8
24	8	1	3	12
25	8	1	1	14
26	8	1	14	1
27	8	1	15	1
28	8	1	2	1
29	8	1	3	1
30	8	1	16	1
31	8	1	17	1
32	8	1	6	1
33	8	1	1	7
34	8	1	1	11
35	8	1	1	13
37	8	1	2	11
38	8	1	3	1
39	8	1	1	13
20	9	1	1	8
21	9	1	9	12
22	9	1	10	12
23	9	1	7	11
24	9	1	8	1
25	9	1	1	9
26	9	1	19	1
27	9	1	20	12
28	9	1	7	1
29	9	1	8	11
30	9	0	21	4
31	9	0	22	5
32	9	1	1	14
33	9	1	4	1
34	9	1	5	6
35	9	1	2	13
36	9	1	3	11
37	9	1	7	13
38	9	1	8	1
20	10	1	1	7
21	10	1	1	12
22	10	1	1	13
25	10	1	1	7
26	10	1	1	13
28	10	1	1	14
31	10	1	6	1
32	10	1	1	9
33	10	1	9	1
34	10	1	10	9
35	10	1	7	1
36	10	1	8	1
38	10	1	1	9
21	11	1	1	13
22	11	1	2	13
23	11	1	3	1
24	11	0	4	10
25	11	1	5	1
26	11	1	1	9
27	11	1	2	7
28	11	1	3	13
30	11	1	11	11
31	11	1	1	9
32	11	0	1	10
33	11	0	1	18
34	11	0	1	19
35	11	1	14	1
36	11	1	15	1
38	11	1	2	1
39	11	1	3	12
20	12	1	1	11
21	12	1	6	12
22	12	1	7	8
23	12	0	8	18
24	12	0	9	19
25	12	1	10	1
26	12	1	1	9
27	12	1	7	8
28	12	1	8	6
29	12	1	1	12
30	12	1	1	11
31	12	0	1	4
32	12	0	11	5
33	12	0	2	10
34	12	1	3	1
35	12	1	19	1
36	12	1	20	6
37	12	0	1	4
38	12	0	7	5
39	12	1	8	1
20	13	1	1	11
21	13	1	1	11
22	13	1	1	8
23	13	1	1	12
24	13	0	1	10
25	13	1	1	12
26	13	1	11	12
27	13	1	1	12
29	13	1	6	12
30	13	1	1	9
31	13	1	2	9
32	13	1	3	11
33	13	1	7	9
34	13	1	8	1
35	13	1	2	1
36	13	1	3	6
38	13	0	2	10
39	13	1	3	6
21	14	1	11	6
23	14	1	1	7
24	14	1	1	7
25	14	1	6	1
26	14	1	1	6
27	14	0	11	4
28	14	0	3	5
29	14	1	14	12
30	14	1	15	8
31	14	1	7	8
32	14	1	8	8
33	14	1	1	8
34	14	1	1	8
35	14	1	7	6
36	14	1	8	14
38	14	1	7	1
39	14	1	8	13
20	15	1	1	7
21	15	1	1	13
22	15	1	2	1
23	15	1	3	1
24	15	1	14	14
25	15	1	15	8
26	15	1	1	6
27	15	1	7	1
28	15	1	8	1
29	15	1	19	11
30	15	1	20	6
31	15	1	1	7
33	15	1	11	1
34	15	1	11	13
35	15	1	1	8
37	15	1	11	1
38	15	1	1	6
39	15	1	1	13
21	16	1	1	8
22	16	1	7	1
23	16	1	8	7
24	16	1	19	1
25	16	1	20	14
26	16	1	11	1
27	16	1	1	13
28	16	1	1	12
29	16	1	1	8
30	16	1	1	12
32	16	0	1	4
33	16	0	1	5
35	16	1	1	9
36	16	1	1	13
39	16	1	1	7
20	17	1	1	12
21	17	1	1	8
22	17	1	1	9
23	17	1	1	11
24	17	1	1	9
25	17	1	2	1
26	17	1	3	1
28	17	1	2	1
29	17	1	3	7
31	17	1	4	8
32	17	1	5	8
33	17	1	2	8
34	17	1	3	1
35	17	0	16	18
36	17	0	17	19
37	17	0	1	10
38	17	1	11	1
39	17	1	11	1
20	18	1	14	1
21	18	1	15	9
23	18	1	6	1
24	18	0	1	10
25	18	1	7	8
26	18	1	8	12
27	18	1	1	12
28	18	1	7	8
29	18	1	8	8
30	18	1	1	8
31	18	1	9	7
32	18	1	10	1
33	18	1	7	1
34	18	1	8	1
35	18	1	21	1
36	18	1	22	1
38	18	0	14	4
39	18	0	15	5
20	19	1	19	6
21	19	1	20	6
22	19	1	1	6
23	19	1	1	11
24	19	1	1	13
25	19	1	1	12
26	19	1	1	11
27	19	1	1	11
28	19	1	1	7
29	19	1	1	13
30	19	1	1	13
31	19	1	1	8
32	19	1	1	8
33	19	1	1	8
34	19	1	1	8
35	19	1	1	11
36	19	1	1	11
37	19	1	1	11
38	19	0	19	15
39	19	0	20	10
40	0	0	14	6
41	0	0	15	6
42	0	0	1	13
43	0	0	1	6
44	0	0	1	13
45	0	0	1	7
46	0	0	1	12
47	0	0	1	11
48	0	0	1	12
49	0	0	1	7
50	0	0	1	7
51	0	0	1	11
52	0	0	1	7
53	0	0	1	7
54	0	0	1	8
55	0	0	1	6
56	0	0	1	12
57	0	0	1	12
58	0	0	14	4
59	0	0	15	5
40	1	0	19	13
41	1	0	20	6
42	1	0	11	1
43	1	0	1	9
47	1	0	1	7
49	1	0	2	1
50	1	0	3	1
51	1	0	1	11
53	1	0	16	1
54	1	0	17	1
55	1	0	1	13
57	1	0	1	13
58	1	0	19	6
59	1	0	20	10
40	2	1	1	8
41	2	1	11	14
42	2	1	1	13
44	2	1	1	11
45	2	1	4	1
46	2	1	5	11
48	2	1	1	13
49	2	1	7	1
50	2	1	8	7
52	2	0	1	10
53	2	0	21	18
54	2	0	22	19
56	2	1	2	9
57	2	1	3	13
58	2	1	1	12
40	3	1	2	1
41	3	1	3	1
42	3	1	2	1
43	3	1	3	1
44	3	1	11	1
45	3	0	9	4
46	3	0	10	5
47	3	0	1	10
48	3	1	1	8
50	3	1	16	1
51	3	1	17	1
52	3	1	1	8
53	3	1	1	8
55	3	1	1	13
56	3	1	7	6
57	3	1	8	1
58	3	1	1	7
40	4	1	7	6
41	4	1	8	8
42	4	1	7	1
43	4	1	8	6
44	4	1	1	9
45	4	1	1	7
46	4	0	2	15
47	4	0	3	20
48	4	1	1	6
49	4	1	1	6
50	4	1	21	1
51	4	1	22	1
52	4	1	1	7
54	4	0	14	4
55	4	0	15	5
57	4	1	1	7
59	4	1	1	13
40	5	1	1	8
42	5	1	11	11
43	5	1	1	8
44	5	1	1	12
45	5	1	6	12
46	5	1	7	8
47	5	1	8	11
48	5	1	1	11
49	5	1	11	11
50	5	1	2	11
51	5	1	3	11
52	5	1	1	6
53	5	1	11	7
54	5	1	19	8
55	5	0	20	3
56	5	1	1	8
57	5	1	11	1
58	5	1	6	1
41	6	1	6	9
42	6	1	1	13
43	6	0	11	18
44	6	0	16	19
45	6	1	17	11
46	6	1	1	11
47	6	1	1	6
48	6	1	1	6
49	6	1	1	12
50	6	1	7	7
51	6	1	8	8
52	6	1	1	12
54	6	1	2	1
55	6	1	3	12
56	6	0	4	10
57	6	1	5	11
42	7	1	1	8
44	7	1	21	1
45	7	1	22	1
46	7	1	1	11
47	7	1	6	1
48	7	1	1	8
49	7	1	6	7
50	7	1	1	12
51	7	1	1	12
52	7	1	1	7
54	7	1	7	8
55	7	1	8	14
56	7	0	9	18
57	7	0	10	19
58	7	1	1	6
40	8	1	1	11
41	8	1	4	1
42	8	1	5	12
43	8	1	2	8
44	8	1	3	12
45	8	1	1	14
46	8	1	14	1
47	8	1	15	1
48	8	1	2	1
49	8	1	3	1
50	8	1	16	1
51	8	1	17	1
52	8	1	6	1
53	8	1	1	7
54	8	1	1	11
55	8	1	1	13
57	8	1	2	11
58	8	1	3	1
59	8	1	1	13
40	9	1	1	8
41	9	1	9	12
42	9	1	10	12
43	9	1	7	11
44	9	1	8	1
45	9	1	1	9
46	9	1	19	1
47	9	1	20	12
48	9	1	7	1
49	9	1	8	11
50	9	0	21	4
51	9	0	22	5
52	9	1	1	14
53	9	1	4	1
54	9	1	5	6
55	9	1	2	13
56	9	1	3	11
57	9	1	7	13
58	9	1	8	1
40	10	1	1	7
41	10	1	1	12
42	10	1	1	13
45	10	1	1	7
46	10	1	1	13
48	10	1	1	14
51	10	1	6	1
52	10	1	1	9
53	10	1	9	1
54	10	1	10	9
55	10	1	7	1
56	10	1	8	1
58	10	1	1	9
41	11	1	1	13
42	11	1	2	13
43	11	1	3	1
44	11	0	4	10
45	11	1	5	1
46	11	1	1	9
47	11	1	2	7
48	11	1	3	13
50	11	1	11	11
51	11	1	1	9
52	11	0	1	10
53	11	0	1	18
54	11	0	1	19
55	11	1	14	1
56	11	1	15	1
58	11	1	2	1
59	11	1	3	12
40	12	1	1	11
41	12	1	6	12
42	12	1	7	8
43	12	0	8	18
44	12	0	9	19
45	12	1	10	1
46	12	1	1	9
47	12	1	7	8
48	12	1	8	6
49	12	1	1	12
50	12	1	1	11
51	12	0	1	4
52	12	0	11	5
53	12	0	2	10
54	12	1	3	1
55	12	1	19	1
56	12	1	20	6
57	12	0	1	4
58	12	0	7	5
59	12	1	8	1
40	13	1	1	11
41	13	1	1	11
42	13	1	1	8
43	13	1	1	12
44	13	0	1	10
45	13	1	1	12
46	13	1	11	12
47	13	1	1	12
49	13	1	6	12
50	13	1	1	9
51	13	1	2	9
52	13	1	3	11
53	13	1	7	9
54	13	1	8	1
55	13	1	2	1
56	13	1	3	6
58	13	0	2	10
59	13	1	3	6
41	14	1	11	6
43	14	1	1	7
44	14	1	1	7
45	14	1	6	1
46	14	1	1	6
47	14	0	11	4
48	14	0	3	5
49	14	1	14	12
50	14	1	15	8
51	14	1	7	8
52	14	1	8	8
53	14	1	1	8
54	14	1	1	8
55	14	1	7	6
56	14	1	8	14
58	14	1	7	1
59	14	1	8	13
40	15	1	1	7
41	15	1	1	13
42	15	1	2	1
43	15	1	3	1
44	15	1	14	14
45	15	1	15	8
46	15	1	1	6
47	15	1	7	1
48	15	1	8	1
49	15	1	19	11
50	15	1	20	6
51	15	1	1	7
53	15	1	11	1
54	15	1	11	13
55	15	1	1	8
57	15	1	11	1
58	15	1	1	6
59	15	1	1	13
41	16	1	1	8
42	16	1	7	1
43	16	1	8	7
44	16	1	19	1
45	16	1	20	14
46	16	1	11	1
47	16	1	1	13
48	16	1	1	12
49	16	1	1	8
50	16	1	1	12
52	16	0	1	4
53	16	0	1	5
55	16	1	1	9
56	16	1	1	13
59	16	1	1	7
40	17	1	1	12
41	17	1	1	8
42	17	1	1	9
43	17	1	1	11
44	17	1	1	9
45	17	1	2	1
46	17	1	3	1
48	17	1	2	1
49	17	1	3	7
51	17	1	4	8
52	17	1	5	8
53	17	1	2	8
54	17	1	3	1
55	17	0	16	18
56	17	0	17	19
57	17	0	1	10
58	17	1	11	1
59	17	1	11	1
40	18	1	14	1
41	18	1	15	9
43	18	1	6	1
44	18	0	1	10
45	18	1	7	8
46	18	1	8	12
47	18	1	1	12
48	18	1	7	8
49	18	1	8	8
50	18	1	1	8
51	18	1	9	7
52	18	1	10	1
53	18	1	7	1
54	18	1	8	1
55	18	1	21	1
56	18	1	22	1
58	18	0	14	4
59	18	0	15	5
40	19	1	19	6
41	19	1	20	6
42	19	1	1	6
43	19	1	1	11
44	19	1	1	13
45	19	1	1	12
46	19	1	1	11
47	19	1	1	11
48	19	1	1	7
49	19	1	1	13
50	19	1	1	13
51	19	1	1	8
52	19	1	1	8
53	19	1	1	8
54	19	1	1	8
55	19	1	1	11
56	19	1	1	11
57	19	1	1	11
58	19	0	19	15
59	19	0	20	10
60	0	0	1	3
61	0	0	1	10
62	0	0	1	7
63	0	0	1	7
64	0	0	1	8
65	0	0	1	9
66	0	0	1	9
67	0	0	1	6
68	0	0	1	11
71	0	0	1	13
72	0	0	1	11
73	0	0	1	7
74	0	0	1	8
75	0	0	1	12
79	0	0	1	7
60	1	0	1	4
61	1	0	1	5
62	1	0	2	10
63	1	0	3	13
64	1	0	1	9
67	1	0	2	10
68	1	0	3	7
69	1	0	1	13
70	1	0	1	6
71	1	0	1	6
72	1	0	16	1
73	1	0	17	10
76	1	0	1	9
77	1	0	1	7
79	1	0	1	7
60	2	0	1	10
61	2	0	1	4
62	2	0	7	5
63	2	1	8	13
64	2	1	1	8
65	2	1	1	12
66	2	1	1	9
67	2	1	7	1
68	2	1	8	7
69	2	1	1	9
72	2	1	21	12
73	2	1	22	1
76	2	1	14	1
77	2	1	15	7
78	2	1	1	11
79	2	1	1	8
60	3	1	1	12
61	3	1	1	8
62	3	1	1	8
63	3	1	16	11
64	3	1	17	13
65	3	1	2	14
66	3	1	3	7
67	3	1	1	7
68	3	1	1	13
69	3	1	14	14
70	3	0	15	10
71	3	1	1	8
72	3	1	1	7
73	3	1	1	13
74	3	1	2	8
75	3	1	3	1
76	3	0	19	18
77	3	0	20	19
78	3	1	1	7
79	3	1	1	11
60	4	1	1	12
61	4	1	2	11
62	4	1	3	9
63	4	1	21	13
64	4	1	22	9
65	4	1	7	1
66	4	1	8	6
68	4	1	1	12
69	4	1	19	1
70	4	1	20	11
72	4	1	1	11
73	4	1	6	1
74	4	1	7	1
75	4	1	8	6
76	4	1	1	9
78	4	1	1	6
79	4	1	1	9
60	5	1	1	11
61	5	1	7	11
62	5	1	8	8
64	5	1	1	7
65	5	1	4	14
66	5	0	5	10
67	5	1	2	6
68	5	1	3	1
71	5	1	2	8
72	5	1	3	6
73	5	1	4	1
74	5	1	5	1
76	5	1	1	11
77	5	1	14	12
78	5	1	15	6
79	5	1	1	14
60	6	1	1	13
61	6	1	14	7
62	6	1	15	6
63	6	1	1	8
65	6	0	9	18
66	6	0	10	19
67	6	1	7	6
68	6	1	8	12
69	6	1	1	12
70	6	1	6	12
71	6	1	7	11
72	6	1	8	11
73	6	0	9	4
74	6	0	10	5
75	6	1	1	6
77	6	1	19	8
78	6	1	20	1
79	6	1	1	12
60	7	1	1	9
61	7	1	19	14
62	7	1	20	8
63	7	1	1	13
64	7	1	6	14
65	7	1	12	6
66	7	1	13	1
67	7	1	1	13
68	7	1	2	13
69	7	1	3	7
70	7	1	1	6
71	7	1	1	8
72	7	1	1	13
73	7	0	2	18
74	7	0	3	19
75	7	0	1	10
77	7	1	6	6
78	7	1	6	1
79	7	1	1	12
60	8	1	1	13
61	8	1	1	6
62	8	1	1	6
63	8	1	1	12
64	8	1	1	12
66	8	1	1	7
67	8	1	1	6
68	8	1	7	6
69	8	1	8	11
70	8	1	16	13
71	8	1	17	13
72	8	1	1	13
73	8	1	7	13
74	8	1	8	1
76	8	1	6	12
77	8	1	1	12
78	8	1	1	13
79	8	1	1	12
60	9	1	1	13
61	9	1	2	6
62	9	1	3	8
63	9	1	1	8
64	9	1	2	6
65	9	1	3	8
66	9	1	1	8
67	9	1	1	6
68	9	1	1	12
69	9	0	1	10
70	9	1	21	8
71	9	1	22	1
72	9	1	14	6
73	9	1	15	1
74	9	1	1	6
75	9	1	1	6
76	9	1	1	12
77	9	1	1	6
78	9	1	1	14
79	9	1	1	6
60	10	1	1	13
61	10	0	7	10
62	10	1	8	6
63	10	1	6	1
64	10	1	7	1
65	10	1	8	14
66	10	1	1	7
67	10	1	1	9
68	10	1	1	6
69	10	1	1	8
70	10	1	1	14
72	10	1	19	13
73	10	1	20	9
74	10	1	14	9
75	10	1	15	14
76	10	1	1	12
77	10	1	11	11
78	10	1	1	11
79	10	1	1	7
60	11	1	1	9
61	11	1	1	9
63	11	1	16	1
64	11	1	17	8
65	11	0	1	18
66	11	0	2	19
67	11	1	3	9
69	11	1	1	7
70	11	1	16	13
71	11	1	17	12
72	11	1	12	12
73	11	1	13	14
74	11	1	19	12
75	11	1	20	7
76	11	1	1	11
77	11	1	1	9
78	11	0	1	10
79	11	1	1	7
60	12	1	1	9
61	12	1	4	1
62	12	1	5	6
63	12	1	21	7
64	12	1	22	12
66	12	1	7	9
67	12	1	8	13
69	12	1	1	14
70	12	1	21	14
71	12	1	22	13
72	12	1	1	6
73	12	1	1	7
75	12	0	1	10
76	12	0	1	17
77	12	1	6	11
78	12	1	1	7
60	13	1	1	9
61	13	1	9	1
62	13	1	10	1
63	13	1	1	11
64	13	1	1	7
65	13	1	1	8
66	13	1	1	11
68	13	0	1	4
69	13	0	1	5
70	13	1	2	1
71	13	1	3	1
72	13	1	1	13
73	13	1	1	13
74	13	0	1	10
75	13	1	1	9
76	13	1	1	7
77	13	1	12	9
78	13	1	13	9
79	13	1	1	7
60	14	1	2	11
61	14	1	3	1
62	14	1	1	6
63	14	1	1	13
64	14	1	1	12
65	14	1	2	1
66	14	1	3	12
68	14	0	1	18
69	14	0	6	19
70	14	0	7	10
71	14	1	8	13
72	14	1	1	14
73	14	1	1	8
74	14	1	2	9
75	14	1	3	1
77	14	1	1	11
78	14	1	1	7
79	14	1	1	11
60	15	1	7	6
61	15	1	8	1
62	15	1	1	8
63	15	1	6	7
64	15	1	1	8
65	15	0	7	4
66	15	0	8	5
67	15	1	1	8
68	15	1	1	11
69	15	0	1	4
70	15	0	1	5
71	15	1	1	9
72	15	1	1	13
73	15	1	6	1
74	15	1	7	14
75	15	0	8	18
76	15	0	1	19
77	15	1	1	11
78	15	1	1	11
61	16	1	1	8
62	16	1	1	11
63	16	1	1	7
64	16	1	14	8
65	16	1	15	11
67	16	1	2	1
68	16	1	3	13
69	16	1	1	13
70	16	1	1	8
73	16	1	4	12
74	16	1	5	1
76	16	1	1	13
77	16	0	14	4
78	16	0	15	5
60	17	1	1	14
61	17	1	16	9
62	17	1	17	14
63	17	1	1	6
64	17	1	19	12
65	17	1	20	12
66	17	1	1	6
67	17	1	7	8
68	17	1	8	13
69	17	1	1	9
70	17	1	2	8
71	17	1	3	7
72	17	1	1	8
73	17	1	9	8
74	17	1	10	1
75	17	1	1	9
76	17	1	1	8
77	17	1	19	1
78	17	0	20	10
60	18	1	1	9
61	18	1	21	11
62	18	1	22	13
63	18	1	1	12
64	18	1	1	9
65	18	1	1	6
69	18	1	6	1
70	18	1	7	9
71	18	1	8	13
72	18	1	1	11
73	18	1	1	11
74	18	1	16	8
75	18	0	17	4
76	18	0	1	5
77	18	1	1	8
78	18	1	1	8
60	19	1	1	7
61	19	1	1	12
62	19	1	1	12
63	19	1	1	12
64	19	1	1	14
65	19	1	1	14
66	19	1	1	6
67	19	1	1	6
68	19	1	1	12
69	19	1	1	12
73	19	1	1	14
74	19	1	21	14
75	19	1	22	11
76	19	1	1	11
80	0	0	1	3
81	0	0	1	10
82	0	0	1	7
83	0	0	1	7
84	0	0	1	8
85	0	0	1	9
86	0	0	1	9
87	0	0	1	6
88	0	0	1	11
91	0	0	1	13
92	0	0	1	11
93	0	0	1	7
94	0	0	1	8
95	0	0	1	12
99	0	0	1	7
80	1	0	1	4
81	1	0	1	5
82	1	0	2	10
83	1	0	3	13
84	1	0	1	9
